_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2__right_side,question3,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2__right_side_gold,orig_question3,question3_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
810631933,10/20/2015 14:22:54,true,1775998394,false,10/20/2015 14:15:33,false,neodev,1.0,29496053,VEN,"","",186.89.94.197,2,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/20/2015 14:59:11,true,1776040883,false,10/20/2015 14:51:58,false,neodev,0.75,34593552,VEN,25,Caracas,161.196.169.239,3,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/20/2015 15:50:51,true,1776133976,false,10/20/2015 15:45:11,false,neodev,1.0,18643535,ROU,10,Bucharest,78.96.115.16,2,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/20/2015 16:26:05,true,1776212698,,10/20/2015 16:19:57,false,neodev,0.75,34695474,VEN,"","",186.92.232.217,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/20/2015 16:39:02,true,1776242360,false,10/20/2015 16:29:17,false,clixsense,0.8,24373944,PHL,F2,Quezon City,112.198.90.194,5,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/20/2015 17:56:21,true,1776408884,true,10/20/2015 17:48:25,false,neodev,0.75,13293267,BGR,"","",31.13.212.202,1,0,0,0,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/21/2015 02:33:54,true,1777066805,,10/21/2015 02:23:25,false,neodev,0.7857,33384589,VEN,25,Caracas,200.84.61.94,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/21/2015 07:55:24,true,1777231924,true,10/21/2015 07:47:42,false,elite,0.75,30688710,IDN,"","",114.79.32.104,3,2,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/21/2015 08:12:39,true,1777240715,false,10/21/2015 08:10:46,false,clixsense,0.9,9509334,BIH,01,Sarajevo,77.238.213.156,2,2,,0,left,12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/22/2015 11:49:00,true,1778369015,false,10/22/2015 11:41:51,false,neodev,0.75,34206164,AUT,06,Graz,192.102.17.49,3,0,1,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/22/2015 16:29:02,true,1778600422,true,10/22/2015 16:23:23,false,hiving,0.75,34368611,ITA,"","",46.227.4.11,3,0,0,4,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/22/2015 23:41:44,true,1778950722,,10/22/2015 23:38:03,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/23/2015 14:56:08,true,1779606475,,10/23/2015 14:53:32,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.244.200,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/24/2015 13:54:20,true,1780456741,true,10/24/2015 13:41:35,false,neodev,0.8,18460251,GRC,35,Athens,79.166.96.109,3,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/24/2015 15:13:20,true,1780564056,,10/24/2015 15:05:55,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810631933,10/25/2015 08:12:38,true,1781361372,true,10/25/2015 08:08:05,false,clixsense,0.8333,24296157,HRV,21,Zagreb,89.164.179.201,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
4",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 13:32:05,true,1775945737,false,10/20/2015 13:30:19,false,clixsense,0.7,21665495,CAN,"","",24.105.69.70,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 13:51:02,true,1775964857,false,10/20/2015 13:45:27,false,clixsense,0.9,9509334,BIH,01,Stup,77.238.212.115,2,0,0,0,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 14:21:21,true,1775996738,false,10/20/2015 14:18:07,false,clixsense,0.75,28368127,IND,28,Kolkata,182.66.15.11,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 14:41:30,true,1776020518,false,10/20/2015 14:30:50,false,neodev,0.7857,33384589,VEN,25,Caracas,161.196.171.28,4,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 16:26:05,true,1776212690,true,10/20/2015 16:19:57,false,neodev,0.75,34695474,VEN,"","",186.92.232.217,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 16:39:02,true,1776242358,false,10/20/2015 16:29:17,false,clixsense,0.8,24373944,PHL,F2,Quezon City,112.198.90.194,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/20/2015 17:56:21,true,1776408896,false,10/20/2015 17:48:25,false,neodev,0.75,13293267,BGR,"","",31.13.212.202,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/21/2015 04:51:42,true,1777142172,true,10/21/2015 04:39:20,false,neodev,0.75,34035001,VEN,"","",201.210.213.156,1,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/21/2015 05:42:47,true,1777166722,true,10/21/2015 05:35:20,false,clixsense,0.75,31991831,IND,25,Chennai,115.241.127.198,3,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/21/2015 07:00:10,true,1777203248,,10/21/2015 06:55:24,false,clixsense,0.75,32722163,TUR,68,Ankara,212.174.26.176,2,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/21/2015 09:33:17,true,1777308908,true,10/21/2015 09:27:22,false,inboxpounds,0.75,34588654,GBR,A7,Birmingham,2.96.129.110,4,0,0,4,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/22/2015 02:15:18,true,1778055511,true,10/22/2015 02:12:13,false,prodege,0.75,34671410,CAN,NS,Lower Sackville,47.55.147.233,2,0,0,0,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/22/2015 07:05:17,true,1778199962,false,10/22/2015 06:50:50,false,neodev,0.75,33612909,THA,"","",223.204.248.126,2,1,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/22/2015 09:25:27,true,1778302815,false,10/22/2015 09:20:21,false,neodev,0.75,21804028,GRC,13,Thessaloníki,46.12.44.226,3,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/22/2015 21:25:32,true,1778863226,false,10/22/2015 21:17:31,false,neodev,0.75,34106872,PRT,14,Lisbon,95.92.128.4,2,0,0,1,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/22/2015 23:44:49,true,1778952473,,10/22/2015 23:41:45,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,2,0,0,2,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/23/2015 15:00:08,true,1779608479,false,10/23/2015 14:56:10,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.244.200,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
810632404,10/24/2015 15:13:20,true,1780564053,true,10/24/2015 15:05:55,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,3,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,2,Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"2
3","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
