_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,question3__left_side,question3__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811877478,10/20/2015 13:42:17,true,1775957014,true,10/20/2015 13:38:49,false,clixsense,0.75,33794987,VEN,17,Porlamar,190.142.192.232,,2,,2,,2,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/20/2015 13:56:56,true,1775970550,,10/20/2015 13:51:07,false,elite,0.75,26583151,IND,"","",117.241.47.170,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/20/2015 15:20:22,true,1776071009,,10/20/2015 15:17:02,false,elite,0.8,30688710,IDN,"","",114.79.32.143,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/20/2015 18:30:56,true,1776488458,,10/20/2015 18:26:52,false,neodev,0.75,34673114,EGY,06,Alexandria,41.35.74.2,3,3,2,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/20/2015 20:03:29,true,1776656697,true,10/20/2015 19:58:45,false,neodev,0.75,32872588,USA,NY,Bayside,96.250.81.151,,4,,2,,2,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/21/2015 06:06:01,true,1777177557,true,10/21/2015 06:00:58,false,neodev,0.75,25185311,USA,PA,Kutztown,72.92.64.55,,1,,1,,1,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/21/2015 11:21:47,true,1777355656,true,10/21/2015 11:17:35,false,neodev,0.75,34673721,MKD,41,Skopje,217.16.77.202,,2,,1,,1,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/21/2015 20:43:14,true,1777844066,,10/21/2015 20:35:46,false,neodev,1.0,34089903,VEN,"","",190.206.252.201,3,2,3,1,3,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/21/2015 22:04:35,true,1777902182,,10/21/2015 21:54:13,false,clixsense,0.8333,33065655,MEX,09,Mexico,201.123.85.67,3,2,3,1,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/22/2015 03:41:40,true,1778100764,,10/22/2015 03:32:59,false,neodev,0.75,34166949,VEN,25,Caracas,186.166.23.159,4,2,3,1,3,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/22/2015 07:38:13,true,1778216556,,10/22/2015 07:32:37,false,hiving,0.75,34734967,AUT,06,Graz,109.73.158.196,3,3,3,2,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/22/2015 13:11:50,true,1778465134,true,10/22/2015 13:01:45,false,clixsense,0.75,28851426,VEN,"","",186.95.129.248,,4,,2,,2,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/22/2015 14:22:53,true,1778521746,false,10/22/2015 14:20:30,false,neodev,0.8,17699343,ESP,56,Pallejá,188.87.196.132,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/22/2015 20:23:25,true,1778800049,,10/22/2015 20:16:19,false,neodev,0.75,29801560,,,"",45.114.124.132,4,4,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/24/2015 16:27:36,true,1780675786,true,10/24/2015 16:25:32,false,gifthunterclub,0.8889,32455358,VEN,"","",190.73.185.48,,4,,3,,3,Right,3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/27/2015 15:01:19,true,1783487774,,10/27/2015 14:53:33,false,clixsense,1.0,32979486,VEN,"","",186.95.204.170,2,2,1,1,2,2,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/27/2015 16:19:14,true,1783521439,true,10/27/2015 16:17:10,false,neodev,0.8,34817474,BRA,23,Parobé,187.54.153.118,2,2,3,2,1,1,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/28/2015 17:45:15,true,1784385294,,10/28/2015 17:40:26,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,2,2,2,2,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811877478,10/28/2015 20:06:28,true,1784480284,,10/28/2015 20:03:50,false,neodev,0.875,32515422,VEN,"","",201.209.183.249,2,3,2,3,2,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"2
3
4","2
3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"1
2
3","1
2
3",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"2
3
4","2
3
4","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
811888063,10/20/2015 13:42:20,true,1775957071,,10/20/2015 13:40:00,false,clixsense,0.8333,7165158,IND,28,Kolkata,182.66.15.11,3,4,3,4,3,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","3
4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"3
4
5","3
4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
