_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,question3__left_side,question3__right_side,seeside,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811096670,11/12/2015 18:21:43,false,1799078916,,11/12/2015 18:20:26,false,tremorgames,1.0,25197223,HRV,12,Rijeka,89.201.185.133,0,1,,1,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096671,11/12/2015 18:25:09,false,1799081979,,11/12/2015 18:20:49,false,neodev,1.0,32074320,TUR,53,Rize,78.162.120.24,3,0.10,0.10,0.10,"left
Right",7,https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096672,11/12/2015 18:22:16,false,1799079337,,11/12/2015 18:17:53,false,instagc,1.0,35031689,,,"",103.195.141.10,2,0.5,,0.7,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096673,11/12/2015 18:20:41,false,1799078136,,11/12/2015 18:18:49,false,neodev,1.0,33017118,ESP,51,Málaga,83.54.24.88,1,1,,1,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096674,11/12/2015 18:20:41,false,1799078138,,11/12/2015 18:18:49,false,neodev,1.0,33017118,ESP,51,Málaga,83.54.24.88,0,0,1,,left,7,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096675,11/12/2015 18:27:38,false,1799084481,,11/12/2015 18:17:36,false,clixsense,1.0,31001292,RUS,"","",95.27.114.182,3,0.6,0.3,0.5,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096675,11/12/2015 18:47:18,false,1799107365,,11/12/2015 18:44:46,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,0,0.4,0.2,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096675,11/12/2015 18:48:13,false,1799108419,,11/12/2015 18:45:01,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,1,1,1,1,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096675,11/13/2015 06:50:57,false,1799753875,,11/13/2015 06:45:43,false,elite,0.75,30487799,IDN,04,Jakarta,202.62.17.9,0,0.7,0.5,0.7,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096676,11/12/2015 18:24:19,false,1799081174,,11/12/2015 18:22:38,false,clixsense,1.0,17222221,MKD,A4,Sveti Nikole,77.29.60.189,0,0,0,0,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811096677,11/12/2015 18:27:07,false,1799083906,,11/12/2015 18:20:48,false,clixsense,1.0,34309395,TUR,34,Istanbul,85.102.238.131,0,0.5,0.5,0.5,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__500_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",,Estimate the proportion of sky in your frame vision along the street,,Estimate the proportion of sky in your frame vision across the street,,,,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
